species	taxon_id	corresponding_file
Lactococcus lactis	1358	Lco_lactis_FM03_C
Bacillus parabrevis	54914	Lb_parabrevis_CIRM-BIA_2229_S
Lactococcus lactis	1358	Lco_lactis_ATCC_11454_S
Bifidobacterium longum	216816	B_longum_AM31-13LB_S
Bifidobacterium longum	216816	B_longum_72B_S
Bifidobacterium breve	1685	B_breve_DSM_20213_S
Leuconostoc falkenbergense	2766470	Leu_falkenbergense_CIRM-BIA_1240_S
Lactobacillus acidophilus	1579	Lb_acidophilus_CIP_CIRM_DSM9126_S
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_30_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_BIO5326_C
Lactococcus lactis	1358	Lco_lactis_Dephy_1_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU40088_S
Lactobacillus crispatus	47770	Lb_crispatus_JV-V01_S
Lactococcus lactis	1358	Lco_lactis_subsp-lactis_EIP20F_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_ATCC_334_C
Pediococcus pentosaceus	1255	Pe_pentosaceus_KCCM_40703_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM-BIA_1477_S
Lactobacillus johnsonii	33959	Lb_johnsonii_117q_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM-BIA_1472_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU30023_S
Lactobacillus acidophilus	1579	Lb_acidophilus_CIRM-BIA_904_S
Lactobacillus helveticus	1587	Lb_helveticus_ATCC_12046_S
Bifidobacterium breve	1685	B_breve_BR3_C
Latilactobacillus sakei	1599	Lb_sakei_DSM_15831_S
Lactobacillus pentosus	1589	Lb_pentosus_IG3_S
Bifidobacterium longum	216816	B_longum_OM05-2BH_S
Brevibacillus brevis	1393	Lb_brevis_TUCO-5E_S
Bifidobacterium longum	216816	B_longum_AF11-12_S
Lactobacillus fermentum	1613	Lb_fermentum_CIRM-BIA_2157_S
Latilactobacillus curvatus	28038	Lb_curvatus_CIRM-BIA_1635_S
Leuconostoc citreum	33964	Leu_citreum_CIRM-BIA_1454_S
Weissella confusa	1583	W_confusa_1316_S
Lactobacillus crispatus	47770	Lb_crispatus_CG-12_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_CIRM-BIA_699_S
Lactococcus lactis	1358	Lco_lactis_CIRM-BIA_639_S
Lactococcus lactis	1358	Lco_lactis_754_S
Lactobacillus acidophilus	1579	Lb_acidophilus_s-4_S
Lactobacillus pentosus	1589	Lb_pentosus_CIRM-BIA_660_S
Lactobacillus pentosus	1589	Lb_pentosus_CIRM-BIA_886_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-bulgaricus_CIRM-BIA_857_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-lactis_CIRM-BIA_220_S
Lactobacillus amylovorus	1604	Lb_amylovorus_DSM_20531_S
Lactococcus lactis	1358	Lco_lactis_MG1363_C
Lactobacillus fermentum	1613	Lb_fermentum_CIRM-BIA_866_S
Brevibacillus brevis	1393	Lb_brevis_3M004_S
Lactococcus cremoris	1359	Lco_cremoris_HER1203_S
Bifidobacterium longum	216816	B_longum_AM16-2_S
Lactobacillus johnsonii	33959	Lb_johnsonii_ATCC_33200_S
Lactococcus lactis	1358	Lco_lactis_1037_S
Lactobacillus kefiranofaciens	267818	Lb_kefiranofaciens_DSM_5016_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_CIRM-BIA_653_S
Streptococcus thermophilus	1308	St_thermophilus_EU01_C
Lactobacillus crispatus	47770	Lb_crispatus_UMNLC12_S
Lactobacillus pentosus	1589	Lb_pentosus_DSM_20314_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_1001287B_170213_A1_S
Lactobacillus crispatus	47770	Lb_crispatus_UMNLC25_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_AMBR1_S
Lactobacillus pentosus	1589	Lb_pentosus_IG8_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_CIRM-BIA_2130_S
Bifidobacterium longum	216816	B_longum_239-2_S
Streptococcus thermophilus	1308	St_thermophilus_ATCC_19258_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_ASCC_3029_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_NTU_101_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU30003_S
Bifidobacterium longum	216816	B_longum_D59t2_181005_F6_S
Lactobacillus johnsonii	33959	Lb_johnsonii_3DG_C
Lentilactobacillus buchneri	1581	Lb_buchneri_LA1147_S
Brevibacillus brevis	1393	Lb_brevis_KB290_C
Lacticaseibacillus paracasei	1597	Lb_paracasei_KMB_598_S
Lactobacillus helveticus	1587	Lb_helveticus_IDCC3801_C
Latilactobacillus sakei	1599	Lb_sakei_FLEC01_C
Bifidobacterium longum	216816	B_longum_MC-42_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_PFRJS12-1_C
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_1049_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_PFREUDJS1_C
Lactococcus cremoris	1359	Lco_cremoris_CNRZ268_S
Lentilactobacillus buchneri	1581	Lb_buchneri_CIRM-BIA_664_S
Lentilactobacillus hilgardii	1588	Lb_hilgardii_FLUB_C
Lactobacillus fermentum	1613	Lb_fermentum_CIRM-BIA_2156_S
Lactobacillus acidophilus	1579	Lb_acidophilus_CIRM-BIA_446_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_442_S
Leuconostoc suionicum	1511761	Leu_suionicum_LBAE_A9_S
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_1047_C
Lactobacillus johnsonii	33959	Lb_johnsonii_117k_S
Lactococcus lactis	1358	Lco_lactis_subsp-lactis_NCDO2738_S
Streptococcus thermophilus	1308	St_thermophilus_SMQ-301_C
Pediococcus pentosaceus	1255	Pe_pentosaceus_SRCM102740_C
Lactococcus lactis	1358	Lco_lactis_subsp-lactis_EIP13D_S
Lactobacillus acidophilus	1579	Lb_acidophilus_CIRM-BIA_2087_S
Bifidobacterium breve	1685	B_breve_215W447a_C
Lactococcus lactis	1358	Lco_lactis_S50_C
Lacticaseibacillus casei	1582	Lb_casei_LC5_C
Lentilactobacillus buchneri	1581	Lb_buchneri_CIRM-BIA_659_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_MBT_92059_S
Lactobacillus crispatus	47770	Lb_crispatus_UMNLC1_S
Bifidobacterium longum	216816	B_longum_AM10-15B_S
Lentilactobacillus buchneri	1581	Lb_buchneri_CIRM-BIA_2085_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_BPL5_C
Lactococcus lactis	1358	Lco_lactis_subsp-lactis_S158_S
Lentilactobacillus hilgardii	1588	Lb_hilgardii_DSM_20176_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_Lb1-GS-1_S
Brevibacillus brevis	1393	Lb_brevis_NPS-QW-145_C
Lactococcus cremoris	1359	Lco_cremoris_EIP53J_S
Weissella confusa	1583	W_confusa_1521_S
Bifidobacterium breve	1685	B_breve_B-breve_1_mod_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_ITG_P23_S
Lactococcus lactis	1358	Lco_lactis_subsp-lactis_EIP13J_S
Lactobacillus helveticus	1587	Lb_helveticus_CGMCC_1-1877_S
Lactobacillus crispatus	47770	Lb_crispatus_ATCC_33820_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_TUA4408L_C
Lactiplantibacillus plantarum	1590	Lb_plantarum_CIRM-BIA_2180_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU50079_S
Lentilactobacillus buchneri	1581	Lb_buchneri_CIRM-BIA_2082_S
Lactobacillus crispatus	47770	Lb_crispatus_RL05_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_SCT-10-10-60_C
Bifidobacterium longum	216816	B_longum_1001175B_160314_B2_S
Lentilactobacillus hilgardii	1588	Lb_hilgardii_CIRM-BIA_2123_S
Leuconostoc citreum	33964	Leu_citreum_CIRM-BIA_1457_S
Lactobacillus fermentum	1613	Lb_fermentum_CIRM-BIA_894_S
Limosilactobacillus reuteri	1598	Lb_reuteri_I5007_C
Pediococcus pentosaceus	1255	Pe_pentosaceus_941_S
Brevibacillus brevis	1393	Lb_brevis_DSM_20054_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_KW14_3_S
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_1046_C
Bifidobacterium longum	216816	B_longum_N6D05_S
Lactobacillus gallinarum	52242	Lb_gallinarum_DSM_10532_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_DOMLa_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_QC_S
Lactobacillus crispatus	47770	Lb_crispatus_B4_C
Lactobacillus fermentum	1613	Lb_fermentum_447_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_CIRM-BIA_313_S
Streptococcus thermophilus	1308	St_thermophilus_ST106_C
Pediococcus pentosaceus	1255	Pe_pentosaceus_FAM_19144_S
Lactobacillus gasseri	1596	Lb_gasseri_AL3_S
Bifidobacterium breve	1685	B_breve_NRBB19_C
Lactobacillus crispatus	47770	Lb_crispatus_UMB0044_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM-BIA_1501_S
Lactobacillus fermentum	1613	Lb_fermentum_IFO_3956_C
Brevibacillus brevis	1393	Lb_brevis_LBAE_A15_S
Lacticaseibacillus casei	1582	Lb_casei_A2-362_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_DSM_20072_C
Bifidobacterium longum	216816	B_longum_ZJ1_C
Lactobacillus johnsonii	33959	Lb_johnsonii_CIRM-BIA_869_S
Bifidobacterium longum	216816	B_longum_GT15_C
Lacticaseibacillus casei	1582	Lb_casei_MJA_12_S
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_67_C
Pediococcus pentosaceus	1255	Pe_pentosaceus_DSM_46292_S
Lactobacillus pentosus	1589	Lb_pentosus_IG10_S
Brevibacillus brevis	1393	Lb_brevis_CIRM-BIA_875_S
Lactobacillus helveticus	1587	Lb_helveticus_LH5_C
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_18_C
Lactococcus lactis	1358	Lco_lactis_SD96_C
Lactococcus lactis	1358	Lco_lactis_subsp-lactis_EIP19S_S
Weissella cibaria	137591	W_cibaria_LBAE_D39_S
Lactobacillus crispatus	47770	Lb_crispatus_SJ-3C-US_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_MGB0245_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM-BIA_1396_S
Brevibacillus brevis	1393	Lb_brevis_TMW_1-465_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_BFE5264_C
Lactococcus lactis	1358	Lco_lactis_subsp-lactis_EIP43B_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU60210_S
Leuconostoc mesenteroides	1245	Leu_mesenteroides_DRC0211_C
Bifidobacterium breve	1685	B_breve_SC95_S
Leuconostoc suionicum	1511761	Leu_suionicum_CIRM-BIA_2124_S
Fructilactobacillus fructivorans	1614	F_fructivorans_176_S
Bifidobacterium longum	216816	B_longum_MGYG-HGUT-01292_C
Lactococcus lactis	1358	Lco_lactis_752_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_KCTC_13731_C
Weissella confusa	1583	W_confusa_1312_S
Pediococcus acidilactici	1254	Pe_acidilactici_J1101004_170508_C3_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_ATCC_53103_C
Lactobacillus helveticus	1587	Lb_helveticus_IMAU50011_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-lactis_CIRM-BIA_266_S
Lactobacillus helveticus	1587	Lb_helveticus_1072_S
Lactococcus lactis	1358	Lco_lactis_ATCC_19257_S
Leuconostoc mesenteroides	1245	Leu_mesenteroides_WC0331_S
Latilactobacillus curvatus	28038	Lb_curvatus_WiKim52_C
Lactococcus lactis	1358	Lco_lactis_21_S
Bifidobacterium longum	216816	B_longum_JCM_11340_C
Bifidobacterium longum	216816	B_longum_N2F05_S
Lactococcus lactis	1358	Lco_lactis_KW2_C
Lactobacillus crispatus	47770	Lb_crispatus_CIRM-BIA_2233_S
Streptococcus thermophilus	1308	St_thermophilus_EPS_C
Bifidobacterium longum	216816	B_longum_AM39-8AC_S
Lactobacillus gasseri	1596	Lb_gasseri_MGYG-HGUT-03690_S
Lactobacillus helveticus	1587	Lb_helveticus_CIRM-BIA_114_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU50024_S
Lactobacillus amylovorus	1604	Lb_amylovorus_CIRM-BIA_669_S
Lactobacillus crispatus	47770	Lb_crispatus_UMNLC16_S
Weissella confusa	1583	W_confusa_1311_S
Pediococcus acidilactici	1254	Pe_acidilactici_L8-A_S
Lactobacillus crispatus	47770	Lb_crispatus_FB077-07_S
Streptococcus thermophilus	1308	St_thermophilus_JIM_8232_C
Pediococcus pentosaceus	1255	Pe_pentosaceus_CIRM-BIA_2275_S
Bifidobacterium longum	216816	B_longum_AH1206_C
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-bulgaricus_CIRM-BIA_1381_S
Pediococcus acidilactici	1254	Pe_acidilactici_SRCM102732_C
Lactobacillus acidophilus	1579	Lb_acidophilus_DSM_20079_S
Bifidobacterium longum	216816	B_longum_B-longum_ssp_infantis_6_C
Lactobacillus pentosus	1589	Lb_pentosus_CIRM-BIA_2174_S
Pediococcus parvulus	54062	Pe_parvulus_CIRM-BIA_750_S
Lactobacillus gasseri	1596	Lb_gasseri_MGYG-HGUT-02387_C
Lactobacillus helveticus	1587	Lb_helveticus_FAM8627_C
Bifidobacterium longum	216816	B_longum_Jih1_C
Lactobacillus amylovorus	1604	Lb_amylovorus_MGYG-HGUT-00161_S
Bifidobacterium breve	1685	B_breve_Bifidobacterium_breve_MC1_S
Lactobacillus helveticus	1587	Lb_helveticus_CIRM-BIA_2223_S
Latilactobacillus sakei	1599	Lb_sakei_MFPB19_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_PFRJS2_C
Bifidobacterium longum	216816	B_longum_AF03-27_S
Leuconostoc mesenteroides	1245	Leu_mesenteroides_BD1710_C
Lactiplantibacillus plantarum	1590	Lb_plantarum_1526_S
Lactococcus lactis	1358	Lco_lactis_GL2_S
Bifidobacterium breve	1685	B_breve_NRBB08_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_AMC0713_S
Lactococcus lactis	1358	Lco_lactis_ASCC_1263_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_DSM_20021_S
Leuconostoc citreum	33964	Leu_citreum_37_C
Lactobacillus delbrueckii	1584	Lb_delbrueckii_862_S
Lactobacillus crispatus	47770	Lb_crispatus_UMB1398_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_YNF-5_S
Lactobacillus amylovorus	1604	Lb_amylovorus_AF08-3_S
Lactobacillus johnsonii	33959	Lb_johnsonii_NCC_533_C
Lactococcus lactis	1358	Lco_lactis_CIRM-BIA_1578_S
Lactobacillus helveticus	1587	Lb_helveticus_DPC_4571_C
Leuconostoc mesenteroides	1245	Leu_mesenteroides_CBA3628_C
Bifidobacterium longum	216816	B_longum_AF03-20_S
Bifidobacterium longum	216816	B_longum_CECT_7210_C
Leuconostoc citreum	33964	Leu_citreum_CBA3627_C
Lactobacillus helveticus	1587	Lb_helveticus_DSM_20075_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_UMB0004_S
Streptococcus thermophilus	1308	St_thermophilus_LMD-9_C
Lactobacillus acidophilus	1579	Lb_acidophilus_KLDS_1-0901_S
Bifidobacterium longum	216816	B_longum_AM42-13AT_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_944_LRHA_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU30132_S
Lentilactobacillus buchneri	1581	Lb_buchneri_MGB0786_C
Lactobacillus pentosus	1589	Lb_pentosus_LBAE_A2_S
Lactobacillus johnsonii	33959	Lb_johnsonii_Byun-jo-01_C
Lactobacillus gasseri	1596	Lb_gasseri_UMB0670_S
Bifidobacterium longum	216816	B_longum_JDM301_C
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_23_C
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_1001311H_170123_H11_S
Leuconostoc citreum	33964	Leu_citreum_LBAE_B1_S
Latilactobacillus sakei	1599	Lb_sakei_RI-404_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM-BIA_689_S
Bifidobacterium longum	216816	B_longum_AM11-5_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU30109_S
Bifidobacterium longum	216816	B_longum_EK5_S
Leuconostoc lactis	1246	Leu_lactis_CBA3622_C
Lactobacillus acidophilus	1579	Lb_acidophilus_CIP_76-13_S
Latilactobacillus curvatus	28038	Lb_curvatus_MRS6_C
Lactobacillus johnsonii	33959	Lb_johnsonii_BSD2780061687_150420_B4_S
Lactococcus lactis	1358	Lco_lactis_L62-G9_S
Limosilactobacillus reuteri	1598	Lb_reuteri_CIRM-BIA_912_S
Lactobacillus helveticus	1587	Lb_helveticus_CIRM-BIA_678_S
Bifidobacterium longum	216816	B_longum_AM21-20_S
Lactobacillus pentosus	1589	Lb_pentosus_IG9_S
Lactococcus cremoris	1359	Lco_cremoris_HER1205_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU30028_S
Bifidobacterium longum	216816	B_longum_TM06-1_S
Lactobacillus johnsonii	33959	Lb_johnsonii_ZLJ010_C
Lactococcus lactis	1358	Lco_lactis_IPLA1064_S
Leuconostoc mesenteroides	1245	Leu_mesenteroides_SG315_S
Pediococcus acidilactici	1254	Pe_acidilactici_CIRM-BIA_747_S
Lactococcus cremoris	1359	Lco_cremoris_CIRM-BIA_2198_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_LOCK900_C
Lactobacillus fermentum	1613	Lb_fermentum_CIRM-BIA_893_S
Lactobacillus pentosus	1589	Lb_pentosus_IG11_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_DSM_14870_C
Leuconostoc mesenteroides	1245	Leu_mesenteroides_AtHG50_S
Bifidobacterium longum	216816	B_longum_TF08-4AC_S
Lentilactobacillus hilgardii	1588	Lb_hilgardii_LMG_07934_C
Lactobacillus acidophilus	1579	Lb_acidophilus_LA-G80-111_C
Lactococcus lactis	1358	Lco_lactis_ASCC_519_S
Bifidobacterium longum	216816	B_longum_157F_C
Leuconostoc pseudomesenteroides	33968	Leu_pseudomesenteroides_LBAE_H9_S
Lactococcus cremoris	1359	Lco_cremoris_EIP58E_S
Lactobacillus fermentum	1613	Lb_fermentum_28-3-CHN_S
Lactococcus lactis	1358	Lco_lactis_1034_S
Lactobacillus crispatus	47770	Lb_crispatus_UMB0085_S
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_36_C
Lactobacillus fermentum	1613	Lb_fermentum_CIRM-BIA_872_S
Bifidobacterium longum	216816	B_longum_LH_12_S
Bifidobacterium longum	216816	B_longum_AF08-2_S
Bifidobacterium longum	216816	B_longum_TF06-12AC_S
Latilactobacillus curvatus	28038	Lb_curvatus_1528_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_1016_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU30056_S
Leuconostoc pseudomesenteroides	33968	Leu_pseudomesenteroides_LMGH284_S
Lactococcus lactis	1358	Lco_lactis_subsp-lactis_EIP08A_S
Lactococcus cremoris	1359	Lco_cremoris_CIRM-BIA_642_S
Lactococcus lactis	1358	Lco_lactis_CV56_C
Lactobacillus crispatus	47770	Lb_crispatus_RL19_S
Pediococcus pentosaceus	1255	Pe_pentosaceus_CIRM-BIA_2243_S
Latilactobacillus sakei	1599	Lb_sakei_J54_C
Pediococcus acidilactici	1254	Pe_acidilactici_LPBC161_S
Limosilactobacillus reuteri	1598	Lb_reuteri_CIRM-BIA_696_S
Streptococcus thermophilus	1308	St_thermophilus_N4L_C
Lactococcus lactis	1358	Lco_lactis_MS22333_S
Lactococcus lactis	1358	Lco_lactis_CIRM-BIA_1217_S
Lactobacillus helveticus	1587	Lb_helveticus_CIRM-BIA_450_S
Leuconostoc citreum	33964	Leu_citreum_LBAE_B7_S
Lactobacillus fermentum	1613	Lb_fermentum_998_S
Pediococcus pentosaceus	1255	Pe_pentosaceus_FAM18813_S
Lactobacillus gasseri	1596	Lb_gasseri_1001285H_161024_C10_S
Streptococcus thermophilus	1308	St_thermophilus_MN-BM-A02_C
Lactobacillus pentosus	1589	Lb_pentosus_ATCC_8041_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_LV108_C
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-bulgaricus_CIRM-BIA_905_S
Lactobacillus crispatus	47770	Lb_crispatus_VMC5_S
Pediococcus acidilactici	1254	Pe_acidilactici_L14-B_S
Limosilactobacillus reuteri	1598	Lb_reuteri_MM2-3_S
Lentilactobacillus buchneri	1581	Lb_buchneri_LA1161B_S
Lentilactobacillus buchneri	1581	Lb_buchneri_177_S
Lactococcus lactis	1358	Lco_lactis_subsp-lactis_NCDO2727_S
Bifidobacterium longum	216816	B_longum_JCM_11347_C
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_1050_C
Lactiplantibacillus plantarum	1590	Lb_plantarum_CIRM-BIA_1108_S
Pediococcus pentosaceus	1255	Pe_pentosaceus_LBAE_E21_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU20078_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_CIRM-BIA_2120_S
Leuconostoc mesenteroides	1245	Leu_mesenteroides_CIRM-BIA_740_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU60117_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_P3MRA_C
Lactobacillus crispatus	47770	Lb_crispatus_UMNLC22_S
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_1051_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM_BIA138_S
Lactobacillus helveticus	1587	Lb_helveticus_CIRM-BIA_111_S
Leuconostoc citreum	33964	Leu_citreum_CBA3623_C
Lentilactobacillus buchneri	1581	Lb_buchneri_CD034_C
Latilactobacillus curvatus	28038	Lb_curvatus_LBAE_E14_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_1001216B_150713_B1_S
Lactobacillus pentosus	1589	Lb_pentosus_CIRM-BIA_2178_S
Lactobacillus fermentum	1613	Lb_fermentum_CIRM-BIA_891_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_UBLB01_S
Bifidobacterium longum	216816	B_longum_AF34-9AC_S
Lactobacillus gasseri	1596	Lb_gasseri_TF08-1_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_CIRM-BIA_2183_S
Pediococcus acidilactici	1254	Pe_acidilactici_CACC_537_C
Lactobacillus acidophilus	1579	Lb_acidophilus_CIRM-BIA_439_S
Lactobacillus helveticus	1587	Lb_helveticus_CIRM-BIA_104_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_DSM_20271_C
Lentilactobacillus buchneri	1581	Lb_buchneri_ATCC_4005_S
Bifidobacterium longum	216816	B_longum_BXY01_C
Bifidobacterium longum	216816	B_longum_BSD2780120874_150323_H5_S
Streptococcus thermophilus	1308	St_thermophilus_STH_CIRM_1116_C
Lactobacillus helveticus	1587	Lb_helveticus_IMAU10142_S
Bifidobacterium longum	216816	B_longum_12_1_47BFAA_S
Lactobacillus kefiranofaciens	267818	Lb_kefiranofaciens_ATCC_43761_S
Brevibacillus brevis	1393	Lb_brevis_LMT1-73_C
Pediococcus pentosaceus	1255	Pe_pentosaceus_FAM_24207_S
Lactobacillus fermentum	1613	Lb_fermentum_CIRM-BIA_2155_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU20067_S
Lactobacillus acidophilus	1579	Lb_acidophilus_LA1_C
Lactococcus lactis	1358	Lco_lactis_CIRM-BIA_851_S
Pediococcus ethanolidurans	319653	Pe_ethanolidurans_CIRM-BIA_2167_S
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-lactis_CIRM-BIA_264_S
Leuconostoc citreum	33964	Leu_citreum_LBAE_H6_S
Lactobacillus helveticus	1587	Lb_helveticus_CIRM-BIA_2189_S
Lactococcus lactis	1358	Lco_lactis_KMB_596_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_CIRM-BIA_855_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_N1115_C
Weissella confusa	1583	W_confusa_1523_S
Weissella cibaria	137591	W_cibaria_1365_S
Pediococcus parvulus	54062	Pe_parvulus_CIRM-BIA_2166_S
Bifidobacterium breve	1685	B_breve_DRBB26_C
Pediococcus pentosaceus	1255	Pe_pentosaceus_LMG_11487_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_ITG_P14_S
Lactobacillus fermentum	1613	Lb_fermentum_790_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_UCMA_3037_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU30156_S
Pediococcus pentosaceus	1255	Pe_pentosaceus_LBAE_B20_S
Bifidobacterium breve	1685	B_breve_GED8481_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_AMC0709_S
Lactiplantibacillus plantarum	1590	Lb_plantarum_CGMCC_1-2437_S
Lactococcus lactis	1358	Lco_lactis_1053_S
Lactobacillus johnsonii	33959	Lb_johnsonii_Q1-7_S
Lactococcus cremoris	1359	Lco_cremoris_CIRM-BIA_84_S
Bifidobacterium longum	216816	B_longum_TM04-17_S
Bifidobacterium longum	216816	B_longum_BT1_C
Lactobacillus delbrueckii	1584	Lb_delbrueckii_subsp-bulgaricus_CIRM-BIA_773_S
Leuconostoc falkenbergense	2766470	Leu_falkenbergense_CIRM-BIA_1191_S
Bacillus parabrevis	54914	Lb_parabrevis_CIRM-BIA_2228_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU60211_S
Bifidobacterium longum	216816	B_longum_AF30-12_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM_BIA118_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_MGB0625_C
Bifidobacterium breve	1685	B_breve_NRBB01_C
Propionibacterium freudenreichii	1744	Pr_freudenreichii_CIRM-BIA_515_S
Lactobacillus crispatus	47770	Lb_crispatus_CIRM-BIA_2111_S
Propionibacterium freudenreichii	1744	Pr_freudenreichii_T82_S
Lactococcus lactis	1358	Lco_lactis_A12_C
Lentilactobacillus hilgardii	1588	Lb_hilgardii_ATCC_8290_S
Leuconostoc mesenteroides	1245	Leu_mesenteroides_CIRM-BIA_694_S
Lacticaseibacillus rhamnosus	47715	Lb_rhamnosus_ASCC_3016_S
Streptococcus thermophilus	1308	St_thermophilus_St1-WT_S
Lactobacillus pentosus	1589	Lb_pentosus_CIRM-BIA_2179_S
Lentilactobacillus buchneri	1581	Lb_buchneri_SG162_S
Lacticaseibacillus paracasei	1597	Lb_paracasei_CIRM-BIA_288_S
Limosilactobacillus reuteri	1598	Lb_reuteri_CF48-3A_S
Lactobacillus crispatus	47770	Lb_crispatus_RL21_S
Brevibacillus brevis	1393	Lb_brevis_TMW_1-2113_C
Lactococcus lactis	1358	Lco_lactis_CH_LC01_S
Lactobacillus helveticus	1587	Lb_helveticus_IMAU30078_S
Latilactobacillus sakei	1599	Lb_sakei_MBEL1397_C
Bifidobacterium longum	216816	B_longum_1001275B_160808_B3_S
Bifidobacterium breve	1685	B_breve_W56_S
Streptococcus thermophilus	1308	St_thermophilus_APC151_C
Bifidobacterium longum	216816	B_longum_NCTC11817_C
Lactiplantibacillus plantarum	1590	Lb_plantarum_BIA_JP8_S
